蛍	名詞,一般,*,*,*,*,蛍,ホタル,ホタル
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
、	記号,読点,*,*,*,*,、,、,、
乾	名詞,固有名詞,人名,姓,*,*,乾,イヌイ,イヌイ
貴士	名詞,固有名詞,人名,名,*,*,貴士,タカシ,タカシ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
２	名詞,数,*,*,*,*,２,ニ,ニ
点	名詞,接尾,助数詞,*,*,*,点,テン,テン
目	名詞,接尾,一般,*,*,*,目,メ,メ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
決め	動詞,自立,*,*,一段,連用形,決める,キメ,キメ
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
！	記号,一般,*,*,*,*,！,！,！
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
逆転	名詞,サ変接続,*,*,*,*,逆転,ギャクテン,ギャクテン
！	記号,一般,*,*,*,*,！,！,！
サッカー	名詞,一般,*,*,*,*,サッカー,サッカー,サッカー
国際	名詞,一般,*,*,*,*,国際,コクサイ,コクサイ
強化	名詞,サ変接続,*,*,*,*,強化,キョウカ,キョーカ
試合	名詞,サ変接続,*,*,*,*,試合,シアイ,シアイ
「	記号,括弧開,*,*,*,*,「,「,「
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
×	記号,一般,*,*,*,*,×,カケル,カケル
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
」	記号,括弧閉,*,*,*,*,」,」,」
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
　＃	名詞,サ変接続,*,*,*,*,*
乾	名詞,固有名詞,人名,姓,*,*,乾,イヌイ,イヌイ
貴士	名詞,固有名詞,人名,名,*,*,貴士,タカシ,タカシ
https	名詞,固有名詞,組織,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
uqyflIF	名詞,一般,*,*,*,*,*
0	名詞,数,*,*,*,*,*
c	名詞,一般,*,*,*,*,*
5	名詞,数,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
GoalJP	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
Official	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
🇯🇵	記号,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
🇯🇵	記号,一般,*,*,*,*,*
西野	名詞,固有名詞,人名,姓,*,*,西野,ニシノ,ニシノ
ジャパン	名詞,固有名詞,地域,国,*,*,ジャパン,ジャパン,ジャパン
、	記号,読点,*,*,*,*,、,、,、
待望	名詞,サ変接続,*,*,*,*,待望,タイボウ,タイボー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
初	接頭詞,名詞接続,*,*,*,*,初,ハツ,ハツ
ゴール	名詞,一般,*,*,*,*,ゴール,ゴール,ゴール
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
乾	名詞,固有名詞,人名,姓,*,*,乾,イヌイ,イヌイ
貴士	名詞,固有名詞,人名,名,*,*,貴士,タカシ,タカシ
！	記号,一般,*,*,*,*,！,！,！
強烈	名詞,形容動詞語幹,*,*,*,*,強烈,キョウレツ,キョーレツ
ミドル	名詞,一般,*,*,*,*,ミドル,ミドル,ミドル
で	助詞,格助詞,一般,*,*,*,で,デ,デ
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
同点	名詞,一般,*,*,*,*,同点,ドウテン,ドーテン
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
・	記号,一般,*,*,*,*,・,・,・
続け	動詞,自立,*,*,一段,連用形,続ける,ツヅケ,ツズケ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
2	名詞,数,*,*,*,*,*
ゴール	名詞,一般,*,*,*,*,ゴール,ゴール,ゴール
目	名詞,接尾,一般,*,*,*,目,メ,メ
も	助詞,係助詞,*,*,*,*,も,モ,モ
決まり	動詞,自立,*,*,五段・ラ行,連用形,決まる,キマリ,キマリ
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
！#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
samuraiblue	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
ロシア	名詞,固有名詞,地域,国,*,*,ロシア,ロシア,ロシア
W	名詞,一般,*,*,*,*,*
杯	名詞,接尾,一般,*,*,*,杯,ハイ,ハイ
#	名詞,サ変接続,*,*,*,*,*
ワールドカップ	名詞,固有名詞,一般,*,*,*,ワールドカップ,ワールドカップ,ワールドカップ
#	名詞,サ変接続,*,*,*,*,*
西野	名詞,固有名詞,人名,姓,*,*,西野,ニシノ,ニシノ
ジャパン	名詞,固有名詞,地域,国,*,*,ジャパン,ジャパン,ジャパン
詳細	名詞,形容動詞語幹,*,*,*,*,詳細,ショウサイ,ショーサイ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
こちら	名詞,代名詞,一般,*,*,*,こちら,コチラ,コチラ
👇	記号,一般,*,*,*,*,*
h	名詞,固有名詞,組織,*,*,*,*
…	記号,一般,*,*,*,*,…,…,…
オフサイド	名詞,一般,*,*,*,*,*
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド
笑	名詞,固有名詞,人名,名,*,*,笑,エミ,エミ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
背番号	名詞,一般,*,*,*,*,背番号,セバンゴウ,セバンゴー
4	名詞,数,*,*,*,*,*
乾	名詞,一般,*,*,*,*,乾,イヌイ,イヌイ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ
＃	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
岡崎	名詞,固有名詞,地域,一般,*,*,岡崎,オカザキ,オカザキ
www	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
岡崎	名詞,固有名詞,地域,一般,*,*,岡崎,オカザキ,オカザキ
オフサイ	名詞,一般,*,*,*,*,*
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
も	助詞,係助詞,*,*,*,*,も,モ,モ
さ	助詞,終助詞,*,*,*,*,さ,サ,サ
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
サッカー	名詞,一般,*,*,*,*,サッカー,サッカー,サッカー
#	名詞,サ変接続,*,*,*,*,*
カルチョ	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
#	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
この	連体詞,*,*,*,*,*,この,コノ,コノ
ハゲーーーーーーーーーーーーー	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
jfa	名詞,一般,*,*,*,*,*
サコ	名詞,一般,*,*,*,*,*
ためる	動詞,自立,*,*,一段,基本形,ためる,タメル,タメル
な	助詞,終助詞,*,*,*,*,な,ナ,ナ
！	記号,一般,*,*,*,*,！,！,！
　#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
オフサイド	名詞,一般,*,*,*,*,*
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
として	助詞,格助詞,連語,*,*,*,として,トシテ,トシテ
も	助詞,係助詞,*,*,*,*,も,モ,モ
岡崎	名詞,固有名詞,人名,姓,*,*,岡崎,オカザキ,オカザキ
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
ひどい	形容詞,自立,*,*,形容詞・アウオ段,基本形,ひどい,ヒドイ,ヒドイ
w	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
岡崎	名詞,固有名詞,人名,姓,*,*,岡崎,オカザキ,オカザキ
今	接頭詞,名詞接続,*,*,*,*,今,コン,コン
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
決めろ	動詞,自立,*,*,一段,命令ｒｏ,決める,キメロ,キメロ
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
！	記号,一般,*,*,*,*,！,！,！
？#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
atlrs	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
official	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
、	記号,読点,*,*,*,*,、,、,、
逆転	名詞,サ変接続,*,*,*,*,逆転,ギャクテン,ギャクテン
！	記号,一般,*,*,*,*,！,！,！
そして	接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
サコ	名詞,一般,*,*,*,*,*
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
途中	名詞,副詞可能,*,*,*,*,途中,トチュウ,トチュー
出場	名詞,サ変接続,*,*,*,*,出場,シュツジョウ,シュツジョー
！#	名詞,サ変接続,*,*,*,*,*
antlers	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
kashima	名詞,一般,*,*,*,*,*
植田	名詞,固有名詞,地域,一般,*,*,植田,ウエダ,ウエダ
直通	名詞,サ変接続,*,*,*,*,直通,チョクツウ,チョクツー
、	記号,読点,*,*,*,*,、,、,、
昌子	名詞,固有名詞,人名,姓,*,*,昌子,ショウジ,ショージ
源	名詞,固有名詞,人名,名,*,*,源,ハジメ,ハジメ
、	記号,読点,*,*,*,*,、,、,、
柴崎	名詞,固有名詞,人名,姓,*,*,柴崎,シバザキ,シバザキ
岳	名詞,固有名詞,人名,名,*,*,岳,タケシ,タケシ
、	記号,読点,*,*,*,*,、,、,、
そして	接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
大迫	名詞,固有名詞,人名,姓,*,*,大迫,オオサコ,オーサコ
勇	名詞,固有名詞,人名,名,*,*,勇,イサム,イサム
也	名詞,一般,*,*,*,*,*
！	記号,一般,*,*,*,*,！,！,！
4	名詞,数,*,*,*,*,*
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
揃っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,揃う,ソロッ,ソロッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
ピッチ	名詞,一般,*,*,*,*,ピッチ,ピッチ,ピッチ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
！#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
SAMURAIBLUE	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
サッカー	名詞,一般,*,*,*,*,サッカー,サッカー,サッカー
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
アントラーズ	名詞,固有名詞,一般,*,*,*,アントラーズ,アントラーズ,アントラーズ
モバイル	名詞,一般,*,*,*,*,モバイル,モバイル,モバイル
：	記号,一般,*,*,*,*,：,：,：
https	名詞,固有名詞,組織,*,*,*,*
…	記号,一般,*,*,*,*,…,…,…
岡崎	名詞,固有名詞,人名,姓,*,*,岡崎,オカザキ,オカザキ
さん	名詞,接尾,人名,*,*,*,さん,サン,サン
？#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
岡崎	名詞,固有名詞,地域,一般,*,*,岡崎,オカザキ,オカザキ
オフサイド	名詞,一般,*,*,*,*,*
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド
枠	名詞,一般,*,*,*,*,枠,ワク,ワク
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
入れろ	動詞,自立,*,*,一段,命令ｒｏ,入れる,イレロ,イレロ
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
師匠	名詞,一般,*,*,*,*,師匠,シショウ,シショー
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
お前	名詞,代名詞,一般,*,*,*,お前,オマエ,オマエ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
本田	名詞,固有名詞,人名,姓,*,*,本田,ホンダ,ホンダ
さん	名詞,接尾,人名,*,*,*,さん,サン,サン
不要	名詞,形容動詞語幹,*,*,*,*,不要,フヨウ,フヨー
論	名詞,接尾,一般,*,*,*,論,ロン,ロン
（	記号,括弧開,*,*,*,*,（,（,（
笑	名詞,固有名詞,人名,名,*,*,笑,エミ,エミ
）	記号,括弧閉,*,*,*,*,）,）,）
#	名詞,サ変接続,*,*,*,*,*
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
jfa	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
samuraiblue	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
【	記号,括弧開,*,*,*,*,【,【,【
逆転	名詞,サ変接続,*,*,*,*,逆転,ギャクテン,ギャクテン
Goal	名詞,一般,*,*,*,*,*
!!】	名詞,サ変接続,*,*,*,*,*
後半	名詞,副詞可能,*,*,*,*,後半,コウハン,コーハン
18	名詞,数,*,*,*,*,*
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
／	記号,一般,*,*,*,*,／,／,／
乾	名詞,固有名詞,人名,姓,*,*,乾,イヌイ,イヌイ
貴士	名詞,固有名詞,人名,名,*,*,貴士,タカシ,タカシ
⚽	名詞,サ変接続,*,*,*,*,*
国際	名詞,一般,*,*,*,*,国際,コクサイ,コクサイ
親善	名詞,一般,*,*,*,*,親善,シンゼン,シンゼン
試合	名詞,サ変接続,*,*,*,*,試合,シアイ,シアイ
#	名詞,サ変接続,*,*,*,*,*
SAMURAIBLUE	名詞,一般,*,*,*,*,*
2	名詞,数,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
1	名詞,数,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
🇵🇾📺	記号,一般,*,*,*,*,*
日本テレビ	名詞,固有名詞,組織,*,*,*,日本テレビ,ニホンテレビ,ニホンテレビ
系	名詞,接尾,一般,*,*,*,系,ケイ,ケイ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
全国	名詞,一般,*,*,*,*,全国,ゼンコク,ゼンコク
生	名詞,接尾,一般,*,*,*,生,セイ,セイ
中継	名詞,サ変接続,*,*,*,*,中継,チュウケイ,チューケイ
大会	名詞,一般,*,*,*,*,大会,タイカイ,タイカイ
情報	名詞,一般,*,*,*,*,情報,ジョウホウ,ジョーホー
▷	名詞,サ変接続,*,*,*,*,*
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
zhOvP	名詞,一般,*,*,*,*,*
9	名詞,数,*,*,*,*,*
ejyb	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
jfa	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
夢	名詞,一般,*,*,*,*,夢,ユメ,ユメ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
力	名詞,一般,*,*,*,*,力,チカラ,チカラ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
20	名詞,数,*,*,*,*,*
…	記号,一般,*,*,*,*,…,…,…
RT	名詞,固有名詞,組織,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
atlrs	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
official	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
、	記号,読点,*,*,*,*,、,、,、
逆転	名詞,サ変接続,*,*,*,*,逆転,ギャクテン,ギャクテン
！	記号,一般,*,*,*,*,！,！,！
そして	接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
サコ	名詞,一般,*,*,*,*,*
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
途中	名詞,副詞可能,*,*,*,*,途中,トチュウ,トチュー
出場	名詞,サ変接続,*,*,*,*,出場,シュツジョウ,シュツジョー
！#	名詞,サ変接続,*,*,*,*,*
antlers	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
kashima	名詞,一般,*,*,*,*,*
植田	名詞,固有名詞,地域,一般,*,*,植田,ウエダ,ウエダ
直通	名詞,サ変接続,*,*,*,*,直通,チョクツウ,チョクツー
、	記号,読点,*,*,*,*,、,、,、
昌子	名詞,固有名詞,人名,姓,*,*,昌子,ショウジ,ショージ
源	名詞,固有名詞,人名,名,*,*,源,ハジメ,ハジメ
、	記号,読点,*,*,*,*,、,、,、
柴崎	名詞,固有名詞,人名,姓,*,*,柴崎,シバザキ,シバザキ
岳	名詞,固有名詞,人名,名,*,*,岳,タケシ,タケシ
、	記号,読点,*,*,*,*,、,、,、
そして	接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
大迫	名詞,固有名詞,人名,姓,*,*,大迫,オオサコ,オーサコ
勇	名詞,固有名詞,人名,名,*,*,勇,イサム,イサム
也	名詞,一般,*,*,*,*,*
！	記号,一般,*,*,*,*,！,！,！
4	名詞,数,*,*,*,*,*
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
揃っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,揃う,ソロッ,ソロッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
ピッチ	名詞,一般,*,*,*,*,ピッチ,ピッチ,ピッチ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
！#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
SAMURAIBLUE	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
サッカー	名詞,一般,*,*,*,*,サッカー,サッカー,サッカー
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
アントラーズ	名詞,固有名詞,一般,*,*,*,アントラーズ,アントラーズ,アントラーズ
モバイル	名詞,一般,*,*,*,*,モバイル,モバイル,モバイル
：	記号,一般,*,*,*,*,：,：,：
https	名詞,固有名詞,組織,*,*,*,*
…	記号,一般,*,*,*,*,…,…,…
オフサイド	名詞,固有名詞,組織,*,*,*,*
と	助詞,格助詞,一般,*,*,*,と,ト,ト
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
いえ	動詞,自立,*,*,五段・ワ行促音便,命令ｅ,いう,イエ,イエ
ザキオカ	名詞,一般,*,*,*,*,*
さん	名詞,接尾,人名,*,*,*,さん,サン,サン
...(^_^;)	名詞,サ変接続,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
大迫	名詞,固有名詞,人名,姓,*,*,大迫,オオサコ,オーサコ
がんばっ	動詞,自立,*,*,五段・ラ行,連用タ接続,がんばる,ガンバッ,ガンバッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
…	記号,一般,*,*,*,*,…,…,…
！#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
鹿児島	名詞,固有名詞,地域,一般,*,*,鹿児島,カゴシマ,カゴシマ
岡崎	名詞,固有名詞,地域,一般,*,*,岡崎,オカザキ,オカザキ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
ソロ	名詞,一般,*,*,*,*,ソロ,ソロ,ソロ
ホームラン	名詞,一般,*,*,*,*,ホームラン,ホームラン,ホームラン
#	名詞,サ変接続,*,*,*,*,*
jfa	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
岡崎	名詞,固有名詞,地域,一般,*,*,岡崎,オカザキ,オカザキ
宇宙	名詞,一般,*,*,*,*,宇宙,ウチュウ,ウチュー
wwww	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
Y	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
and	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
D	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
戦	名詞,接尾,一般,*,*,*,戦,セン,セン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
データ	名詞,一般,*,*,*,*,データ,データ,データ
放送	名詞,サ変接続,*,*,*,*,放送,ホウソウ,ホーソー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
吉田	名詞,固有名詞,人名,姓,*,*,吉田,ヨシダ,ヨシダ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
紹介	名詞,サ変接続,*,*,*,*,紹介,ショウカイ,ショーカイ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
草	名詞,一般,*,*,*,*,草,クサ,クサ
生える	動詞,自立,*,*,一段,基本形,生える,ハエル,ハエル
じゃあ	助詞,副助詞,*,*,*,*,じゃあ,ジャア,ジャー
ねぇ	助詞,終助詞,*,*,*,*,ねぇ,ネェ,ネー
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
https	名詞,一般,*,*,*,*,*
