本田	名詞,固有名詞,組織,*,*,*,本田,ホンダ,ホンダ
ミドルシュート	名詞,一般,*,*,*,*,ミドルシュート,ミドルシュート,ミドルシュート
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
ゴール	名詞,一般,*,*,*,*,ゴール,ゴール,ゴール
右	名詞,一般,*,*,*,*,右,ミギ,ミギ
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ
突き刺さる	動詞,自立,*,*,五段・ラ行,基本形,突き刺さる,ツキササル,ツキササル
。	記号,句点,*,*,*,*,。,。,。
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
、	記号,読点,*,*,*,*,、,、,、
失点	名詞,サ変接続,*,*,*,*,失点,シッテン,シッテン
(	名詞,サ変接続,*,*,*,*,*
32	名詞,数,*,*,*,*,*
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
)#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
samuraiblue	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
西野	名詞,固有名詞,人名,姓,*,*,西野,ニシノ,ニシノ
ジャパン	名詞,固有名詞,地域,国,*,*,ジャパン,ジャパン,ジャパン
#	名詞,サ変接続,*,*,*,*,*
ワールドカップ	名詞,固有名詞,一般,*,*,*,ワールドカップ,ワールドカップ,ワールドカップ
詳細	名詞,形容動詞語幹,*,*,*,*,詳細,ショウサイ,ショーサイ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
こちら	名詞,代名詞,一般,*,*,*,こちら,コチラ,コチラ
👇	記号,一般,*,*,*,*,*
htt	名詞,固有名詞,組織,*,*,*,*
…	記号,一般,*,*,*,*,…,…,…
クロス	名詞,サ変接続,*,*,*,*,クロス,クロス,クロス
、	記号,読点,*,*,*,*,、,、,、
ラスト	名詞,一般,*,*,*,*,ラスト,ラスト,ラスト
プレー	名詞,サ変接続,*,*,*,*,プレー,プレー,プレー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
精度	名詞,一般,*,*,*,*,精度,セイド,セイド
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
相変わらず	副詞,助詞類接続,*,*,*,*,相変わらず,アイカワラズ,アイカワラズ
すぎる	動詞,自立,*,*,一段,基本形,すぎる,スギル,スギル
…	記号,一般,*,*,*,*,…,…,…
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
Y	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
and	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
D	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
戦	名詞,接尾,一般,*,*,*,戦,セン,セン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
データ	名詞,一般,*,*,*,*,データ,データ,データ
放送	名詞,サ変接続,*,*,*,*,放送,ホウソウ,ホーソー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
吉田	名詞,固有名詞,人名,姓,*,*,吉田,ヨシダ,ヨシダ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
紹介	名詞,サ変接続,*,*,*,*,紹介,ショウカイ,ショーカイ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
草	名詞,一般,*,*,*,*,草,クサ,クサ
生える	動詞,自立,*,*,一段,基本形,生える,ハエル,ハエル
じゃあ	助詞,副助詞,*,*,*,*,じゃあ,ジャア,ジャー
ねぇ	助詞,終助詞,*,*,*,*,ねぇ,ネェ,ネー
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
lFOsfs	名詞,一般,*,*,*,*,*
8	名詞,数,*,*,*,*,*
hoF	名詞,一般,*,*,*,*,*
後ろ	名詞,一般,*,*,*,*,後ろ,ウシロ,ウシロ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
ともかく	副詞,一般,*,*,*,*,ともかく,トモカク,トモカク
、	記号,読点,*,*,*,*,、,、,、
前線	名詞,一般,*,*,*,*,前線,ゼンセン,ゼンセン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
面子	名詞,一般,*,*,*,*,面子,メンコ,メンコ
に関して	助詞,格助詞,連語,*,*,*,に関して,ニカンシテ,ニカンシテ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
今日	名詞,副詞可能,*,*,*,*,今日,キョウ,キョー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
可能	名詞,形容動詞語幹,*,*,*,*,可能,カノウ,カノー
性	名詞,接尾,一般,*,*,*,性,セイ,セイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
感じる	動詞,自立,*,*,一段,基本形,感じる,カンジル,カンジル
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
footalk	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
sosal	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
【	記号,括弧開,*,*,*,*,【,【,【
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
🇯🇵	記号,一般,*,*,*,*,*
VS	名詞,固有名詞,組織,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
🇵🇾	記号,一般,*,*,*,*,*
親善	名詞,一般,*,*,*,*,親善,シンゼン,シンゼン
試合	名詞,サ変接続,*,*,*,*,試合,シアイ,シアイ
】	記号,括弧閉,*,*,*,*,】,】,】
前半	名詞,一般,*,*,*,*,前半,ゼンハン,ゼンハン
32	名詞,数,*,*,*,*,*
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
0	名詞,数,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
1	名詞,数,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
先制	名詞,サ変接続,*,*,*,*,先制,センセイ,センセイ
！	記号,一般,*,*,*,*,！,！,！
※	記号,一般,*,*,*,*,※,※,※
※	記号,一般,*,*,*,*,※,※,※
速報	名詞,サ変接続,*,*,*,*,速報,ソクホウ,ソクホー
中	名詞,接尾,副詞可能,*,*,*,中,チュウ,チュー
※※#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
6	名詞,数,*,*,*,*,*
oeBcdS	名詞,一般,*,*,*,*,*
2	名詞,数,*,*,*,*,*
cf	名詞,一般,*,*,*,*,*
東口	名詞,一般,*,*,*,*,東口,ヒガシグチ,ヒガシグチ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
ポジショニング	名詞,一般,*,*,*,*,ポジショニング,ポジショニング,ポジショニング
云々	名詞,サ変接続,*,*,*,*,云々,ウンヌン,ウンヌン
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
結果	名詞,副詞可能,*,*,*,*,結果,ケッカ,ケッカ
論	名詞,接尾,一般,*,*,*,論,ロン,ロン
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
な	助詞,終助詞,*,*,*,*,な,ナ,ナ
。	記号,句点,*,*,*,*,。,。,。
責め	動詞,自立,*,*,一段,未然形,責める,セメ,セメ
れ	動詞,接尾,*,*,一段,未然形,れる,レ,レ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
サッカー	名詞,一般,*,*,*,*,サッカー,サッカー,サッカー
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
ワールド	名詞,一般,*,*,*,*,ワールド,ワールド,ワールド
・	記号,一般,*,*,*,*,・,・,・
カップ	名詞,一般,*,*,*,*,カップ,カップ,カップ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
罰	名詞,一般,*,*,*,*,罰,バチ,バチ
ゲーム	名詞,一般,*,*,*,*,ゲーム,ゲーム,ゲーム
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
試合	名詞,サ変接続,*,*,*,*,試合,シアイ,シアイ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
臨む	動詞,自立,*,*,五段・マ行,基本形,臨む,ノゾム,ノゾム
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
やめ	動詞,自立,*,*,一段,連用形,やめる,ヤメ,ヤメ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
ほしい	形容詞,非自立,*,*,形容詞・イ段,基本形,ほしい,ホシイ,ホシイ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
標高	名詞,一般,*,*,*,*,標高,ヒョウコウ,ヒョーコー
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー
（	記号,括弧開,*,*,*,*,（,（,（
コナミ	名詞,固有名詞,組織,*,*,*,コナミ,コナミ,コナミ
）	記号,括弧閉,*,*,*,*,）,）,）
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ
クロス	名詞,サ変接続,*,*,*,*,クロス,クロス,クロス
の	助詞,連体化,*,*,*,*,の,ノ,ノ
精度	名詞,一般,*,*,*,*,精度,セイド,セイド
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
ん	名詞,非自立,一般,*,*,*,ん,ン,ン
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー
。	記号,句点,*,*,*,*,。,。,。
その	連体詞,*,*,*,*,*,その,ソノ,ソノ
2	名詞,数,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
Y	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
and	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
D	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
戦	名詞,接尾,一般,*,*,*,戦,セン,セン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
データ	名詞,一般,*,*,*,*,データ,データ,データ
放送	名詞,サ変接続,*,*,*,*,放送,ホウソウ,ホーソー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
吉田	名詞,固有名詞,人名,姓,*,*,吉田,ヨシダ,ヨシダ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
紹介	名詞,サ変接続,*,*,*,*,紹介,ショウカイ,ショーカイ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
草	名詞,一般,*,*,*,*,草,クサ,クサ
生える	動詞,自立,*,*,一段,基本形,生える,ハエル,ハエル
じゃあ	助詞,副助詞,*,*,*,*,じゃあ,ジャア,ジャー
ねぇ	助詞,終助詞,*,*,*,*,ねぇ,ネェ,ネー
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
lFOsfs	名詞,一般,*,*,*,*,*
8	名詞,数,*,*,*,*,*
hoF	名詞,一般,*,*,*,*,*
横	名詞,一般,*,*,*,*,横,ヨコ,ヨコ
パス	名詞,サ変接続,*,*,*,*,パス,パス,パス
、	記号,読点,*,*,*,*,、,、,、
バック	名詞,サ変接続,*,*,*,*,バック,バック,バック
パス	名詞,サ変接続,*,*,*,*,パス,パス,パス
、	記号,読点,*,*,*,*,、,、,、
コロコロ	副詞,一般,*,*,*,*,コロコロ,コロコロ,コロコロ
パス	名詞,サ変接続,*,*,*,*,パス,パス,パス
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
本当に	副詞,一般,*,*,*,*,本当に,ホントウニ,ホントーニ
多い	形容詞,自立,*,*,形容詞・アウオ段,基本形,多い,オオイ,オーイ
な	助詞,終助詞,*,*,*,*,な,ナ,ナ
。	記号,句点,*,*,*,*,。,。,。
勝てる	動詞,自立,*,*,一段,基本形,勝てる,カテル,カテル
訳	名詞,非自立,一般,*,*,*,訳,ワケ,ワケ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
ntv	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
スポーツ	名詞,一般,*,*,*,*,スポーツ,スポーツ,スポーツ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
技術	名詞,一般,*,*,*,*,技術,ギジュツ,ギジュツ
じ	助動詞,*,*,*,不変化型,基本形,じ,ジ,ジ
ょ	名詞,一般,*,*,*,*,*
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
。	記号,句点,*,*,*,*,。,。,。
顔	名詞,一般,*,*,*,*,顔,カオ,カオ
、	記号,読点,*,*,*,*,、,、,、
顔	名詞,一般,*,*,*,*,顔,カオ,カオ
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
！	記号,一般,*,*,*,*,！,！,！
もっと	副詞,一般,*,*,*,*,もっと,モット,モット
イキイキ	名詞,サ変接続,*,*,*,*,イキイキ,イキイキ,イキイキ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ
入る	動詞,自立,*,*,五段・ラ行,基本形,入る,ハイル,ハイル
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
、	記号,読点,*,*,*,*,、,、,、
ゴール	名詞,一般,*,*,*,*,ゴール,ゴール,ゴール
　#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
30	名詞,数,*,*,*,*,*
rrksKxKP	名詞,一般,*,*,*,*,*
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ
、	記号,読点,*,*,*,*,、,、,、
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
質	名詞,一般,*,*,*,*,質,シツ,シツ
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ
高い	形容詞,自立,*,*,形容詞・アウオ段,基本形,高い,タカイ,タカイ
プレースキッカー	名詞,一般,*,*,*,*,*
い	動詞,自立,*,*,一段,未然形,いる,イ,イ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
ので	助詞,接続助詞,*,*,*,*,ので,ノデ,ノデ
、	記号,読点,*,*,*,*,、,、,、
柴崎	名詞,固有名詞,人名,姓,*,*,柴崎,シバザキ,シバザキ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
もっと	副詞,一般,*,*,*,*,もっと,モット,モット
FK	名詞,一般,*,*,*,*,*
磨い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,磨く,ミガイ,ミガイ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
欲しい	形容詞,非自立,*,*,形容詞・イ段,基本形,欲しい,ホシイ,ホシイ
な	助詞,終助詞,*,*,*,*,な,ナ,ナ
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
もしや	副詞,一般,*,*,*,*,もしや,モシヤ,モシヤ
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
個人技	名詞,一般,*,*,*,*,個人技,コジンギ,コジンギ
なら	助動詞,*,*,*,特殊・ダ,仮定形,だ,ナラ,ナラ
上手い	形容詞,自立,*,*,形容詞・アウオ段,基本形,上手い,ウマイ,ウマイ
という	助詞,格助詞,連語,*,*,*,という,トイウ,トユウ
可能	名詞,形容動詞語幹,*,*,*,*,可能,カノウ,カノー
性	名詞,接尾,一般,*,*,*,性,セイ,セイ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
ボール	名詞,一般,*,*,*,*,ボール,ボール,ボール
の	助詞,連体化,*,*,*,*,の,ノ,ノ
影響	名詞,サ変接続,*,*,*,*,影響,エイキョウ,エイキョー
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
、	記号,読点,*,*,*,*,、,、,、
中	接頭詞,名詞接続,*,*,*,*,中,チュウ,チュー
長距離	名詞,一般,*,*,*,*,長距離,チョウキョリ,チョーキョリ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
パス	名詞,サ変接続,*,*,*,*,パス,パス,パス
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
ミス	名詞,サ変接続,*,*,*,*,ミス,ミス,ミス
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
沢山	副詞,一般,*,*,*,*,沢山,タクサン,タクサン
出	動詞,自立,*,*,一段,連用形,出る,デ,デ
てる	動詞,非自立,*,*,一段,基本形,てる,テル,テル
。	記号,句点,*,*,*,*,。,。,。
前半	名詞,一般,*,*,*,*,前半,ゼンハン,ゼンハン
41	名詞,数,*,*,*,*,*
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
迄	助詞,副助詞,*,*,*,*,迄,マデ,マデ
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,固有名詞,組織,*,*,*,*
リアル	名詞,固有名詞,一般,*,*,*,リアル,リアル,リアル
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
暗雲	名詞,一般,*,*,*,*,暗雲,アンウン,アンウン
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
垂れ	動詞,自立,*,*,一段,連用形,垂れる,タレ,タレ
込め	動詞,自立,*,*,一段,連用形,込める,コメ,コメ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
笑	名詞,固有名詞,人名,名,*,*,笑,エミ,エミ
笑	名詞,固有名詞,人名,名,*,*,笑,エミ,エミ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
jfa	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
samuraiblue	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
【	記号,括弧開,*,*,*,*,【,【,【
#	名詞,サ変接続,*,*,*,*,*
SAMURAI	名詞,一般,*,*,*,*,*
BLUE	名詞,一般,*,*,*,*,*
スタメン	名詞,一般,*,*,*,*,スタメン,スタメン,スタメン
発表	名詞,サ変接続,*,*,*,*,発表,ハッピョウ,ハッピョー
！	記号,一般,*,*,*,*,！,！,！
】	記号,括弧閉,*,*,*,*,】,】,】
GK	名詞,固有名詞,組織,*,*,*,*
東口	名詞,一般,*,*,*,*,東口,ヒガシグチ,ヒガシグチ
、	記号,読点,*,*,*,*,、,、,、
DF	名詞,固有名詞,組織,*,*,*,*
遠藤	名詞,固有名詞,人名,姓,*,*,遠藤,エンドウ,エンドー
、	記号,読点,*,*,*,*,、,、,、
植田	名詞,固有名詞,人名,姓,*,*,植田,ウエダ,ウエダ
、	記号,読点,*,*,*,*,、,、,、
昌子	名詞,固有名詞,人名,姓,*,*,昌子,ショウジ,ショージ
、	記号,読点,*,*,*,*,、,、,、
酒井	名詞,固有名詞,人名,姓,*,*,酒井,サカイ,サカイ
(	名詞,サ変接続,*,*,*,*,*
高	名詞,接尾,一般,*,*,*,高,ダカ,ダカ
)、	名詞,サ変接続,*,*,*,*,*
MF	名詞,一般,*,*,*,*,*
柴崎	名詞,固有名詞,人名,姓,*,*,柴崎,シバザキ,シバザキ
、	記号,読点,*,*,*,*,、,、,、
山口	名詞,固有名詞,人名,姓,*,*,山口,ヤマグチ,ヤマグチ
、	記号,読点,*,*,*,*,、,、,、
武藤	名詞,固有名詞,人名,姓,*,*,武藤,ムトウ,ムトー
、	記号,読点,*,*,*,*,、,、,、
香川	名詞,固有名詞,地域,一般,*,*,香川,カガワ,カガワ
、	記号,読点,*,*,*,*,、,、,、
乾	名詞,固有名詞,人名,姓,*,*,乾,イヌイ,イヌイ
、	記号,読点,*,*,*,*,、,、,、
FW	名詞,固有名詞,組織,*,*,*,*
岡崎	名詞,固有名詞,地域,一般,*,*,岡崎,オカザキ,オカザキ
6	名詞,数,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
12	名詞,数,*,*,*,*,*
(	名詞,サ変接続,*,*,*,*,*
火	名詞,接尾,一般,*,*,*,火,ヒ,ヒ
)	名詞,サ変接続,*,*,*,*,*
22	名詞,数,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
05	名詞,数,*,*,*,*,*
キックオフ	名詞,一般,*,*,*,*,キックオフ,キックオフ,キックオフ
予定	名詞,サ変接続,*,*,*,*,予定,ヨテイ,ヨテイ
